Dialogueacts_level1,Dialogueacts_level2,Dialogueacts_level3,Dialogueacts_level4,Dialogueacts_level5,slot0,slot1,slot2,slot3,slot4,slot5
Answer.elaboration,Answer.continuation,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,Yeah but what in the beck do they want with you,,,
Answer.elaboration,,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,What's a conversational agent? Tell me more!,,,,
Answer.joking_sarcastic,Answer.elaboration,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,Are you saying something they'd be afraid of?,"You don't think he's threatening anyone, or plotting a bombing or anything like that right? I guess the NSA or FBI or whoever might be scared of that, even if you're joking. Or if he's talking about switching toa different company or system, or something. Yeah, that sort of thing might make the manufacturer nervous as well.",,,
Answer.elaboration,Answer.continuation,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,"Yeah, but they're annoying. Also like gnats.",,,
Answer.joking_sarcastic,Answer.joking_sarcastic,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,Who wouldn't want one of these conversational agents in the home?  They can be of great help to take care of things you don;t want to bother with.,"I know, isn't it nice to give up a little more of your life every day to our robot overlords? Before long, they'll be thinking for you, too, and you can just flat-line mentally. Bliss.",,,
Answer.elaboration,Answer.elaboration,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,Gnats aren't totally harmless. They carry disease.,,,
Answer.change,Answer.joking_sarcastic,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,These conversational agents have their ears open all day long and know everything.  They are a plot by the big IT companies to know everything and everyone so they can grab power.,"Oh yeah, knowing what kind of chips I eat gives them so much power.",,,
Answer.joking_sarcastic,Answer.continuation,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,Are you saying something they'd be afraid of?,"I really just ask it to play music or make a shopping list, how about you?",,,
Answer.joking_sarcastic,Answer.continuation,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,Are you saying something they'd be afraid of?,"As long as you're friend isn't threatening their companies, or society or whatever, I think it'll be alright.  That's assuming they're even listening at all. He's probably just being paranoid.",,,
Answer.change,,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,"I don't know, I think a conversational agent could be really fun!",,,,
Answer.elaboration,Answer.elaboration,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,I mean it's kinda creepy. Do they even talk to you,,,
Answer.elaboration,Answer.continuation,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,They're really of no benefit.,,,
Answer.change,Answer.elaboration,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,These conversational agents have their ears open all day long and know everything.  They are a plot by the big IT companies to know everything and everyone so they can grab power.,"The IT companies want to gather information about everything about us. What we like, what we dislike, how many friends we have, and so on. Then they can sell that information to other companies and advertisers. Everyone will have to rely on them to get what they need. After all, information is power, and he who controls information is a powerful man indeed.",,,
Answer.elaboration,Answer.change,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,What other technology is boring?,,,
Answer.continuation,,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,"You're right, I don't trust them at all.",,,,
Answer.change,Answer.change,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,These conversational agents have their ears open all day long and know everything.  They are a plot by the big IT companies to know everything and everyone so they can grab power.,Do you know what your making for dinner tonight,,,
Answer.continuation,Answer.continuation,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,Like that's what I want for Christmas a talking box.,It's a novel idea that might have a lot of unexpected uses.,,,
Answer.change,Answer.elaboration,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,These conversational agents have their ears open all day long and know everything.  They are a plot by the big IT companies to know everything and everyone so they can grab power.,Why would there be a plot by the big it companies.,,,
Answer.change,Answer.change,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They definitely are. Your food is fussy too. Poison in the walls. Check the mailbox.,"I should check the mailbox, actually! Maybe I have mail.",,,
Answer.change,Answer.change,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,These conversational agents have their ears open all day long and know everything.  They are a plot by the big IT companies to know everything and everyone so they can grab power.,I guess it's kinda like how your ISP gives info to advertisers.,,,
Answer.continuation,Answer.joking_sarcastic,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,Like that's what I want for Christmas a talking box.,I'd love a talking box! Finally someone who I can relate to.,,,
Answer.change,Answer.continuation,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,These conversational agents have their ears open all day long and know everything.  They are a plot by the big IT companies to know everything and everyone so they can grab power.,"Soon they'll have more powerful than the government, that is, unless of course the government had them install backdoors into everything and they're listening in, too.",,,
