Dialogueacts_level1,Dialogueacts_level2,Dialogueacts_level3,Dialogueacts_level4,Dialogueacts_level5,slot0,slot1,slot2,slot3,slot4,slot5
Answer.elaboration,Answer.joking_sarcastic,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,And like a gnat you might at times be tempted to smack it with a newspaper.,,,
Answer.elaboration,Answer.joking_sarcastic,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,"And like gnats, I don't want them in my house.",,,
Answer.elaboration,Answer.change,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,What other technology is boring?,,,
Answer.elaboration,Answer.continuation,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,Yeah but what in the beck do they want with you,,,
Answer.elaboration,Answer.continuation,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,They're really of no benefit.,,,
Answer.elaboration,Answer.elaboration,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,"Anything you can do on one, you can do on your smart phone.",,,
Answer.elaboration,Answer.change,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,Do you want to take a walk to clear our heads,,,
Answer.elaboration,,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,,,,
Answer.continuation,Answer.continuation,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,I want a conversational agent in my home so the big IT companies can run my life 24 hours a day.  Pretty soon I won't have to think for myself at all which will the great.,"If they are listening, I am more afraid they will find out how boring I am. Maybe they will take pity and make my life better too, just take away all the stress of thinking.",,,
Answer.elaboration,Answer.continuation,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,"Yeah, but they're annoying. Also like gnats.",,,
Answer.continuation,Answer.continuation,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,Like that's what I want for Christmas a talking box.,I think you're supposed to be able to ask for trivia or weird facts and it will know the answers to anything.,,,
Answer.elaboration,Answer.change,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,They're like gnats. Boring and harmless.,I'm curious what the next new thing is once people get over these.,,,
Answer.continuation,,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,"They're definitely listening in on you talking to yourself at all times, ya.",,,,
Answer.continuation,Answer.joking_sarcastic,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,"They're definitely listening in on you talking to yourself at all times, ya.","Honestly, I really don't care if they do or not.",,,
Answer.continuation,Answer.elaboration,,,,I am not sure about having one of these conversational agents in my house. My friends seem to think they might be listening all the time.,"They're definitely listening in on you talking to yourself at all times, ya.",I'm concerned about that too. I have reservations about people hearing what I do in my own house.,,,
